time_start,time_end,model,launch_place,target,carrier,launched,destroyed,not_reach_goal
7/26/2024,7/26/2024 8:00,Ballistic Missiles,Rostov oblast,Donetsk oblast,Unknown,1,0,
7/26/2024,7/26/2024,Unknown UAV,Unknown,Ukraine,Unknown,1,1,
7/26/2024,7/26/2024,Reconnaissance UAVs,Unknown,Ukraine,Unknown,4,4,
7/26/2024,7/26/2024,Loitering Munition (Kamikaze Drones),Unknown,Ukraine,Unknown,2,2,
7/26/2024,7/26/2024,Reconnaissance UAVs,Unknown,Ukraine,Unknown,1,1,
7/25/2024,7/25/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,38,25,3
7/25/2024,7/25/2024,Reconnaissance UAVs,Unknown,south,Unknown,3,3,
7/25/2024,7/25/2024,Reconnaissance UAVs,Unknown,east,Unknown,2,2,
7/25/2024,7/25/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/25/2024,7/25/2024,Reconnaissance UAVs,Unknown,east,Unknown,2,2,
7/25/2024,7/25/2024,Reconnaissance UAVs,Unknown,east,Unknown,2,2,
7/24/2024,7/24/2024 8:00,Unknown Missile,Belgorod oblast,Kharkiv oblast,Unknown,1,0,
7/24/2024,7/24/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Crimea,Odesa oblast,Unknown,23,17,
7/24/2024,7/24/2024 8:00,Ballistic Missiles,Belgorod oblast,Kharkiv oblast,Unknown,1,0,
7/23/2024,7/23/2024 8:00,Cruise Missiles,Kursk oblast,Sumy oblast,Unknown,1,0,1
7/23/2024,7/23/2024 8:00,Loitering Munition (Kamikaze Drones),Kursk oblast,Sumy oblast,Unknown,8,7,
7/23/2024,7/23/2024,Reconnaissance UAVs,Unknown,south,Unknown,4,4,
7/23/2024,7/23/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
7/23/2024,7/23/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/23/2024,7/23/2024,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
7/23/2024,7/23/2024,Ballistic Missiles,Crimea,Mykolaiv oblast,Unknown,1,0,
7/22/2024,7/22/2024,Reconnaissance UAVs,Unknown,south,Unknown,3,3,
7/22/2024,7/22/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
7/22/2024,7/22/2024,Reconnaissance UAVs,Unknown,east,Unknown,1,0,
7/22/2024,7/22/2024,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
7/22/2024,7/22/2024,Ballistic Missiles,Crimea,Odesa oblast,Unknown,1,0,
7/21/2024,7/21/2024 8:00,Cruise Missiles,Kursk oblast,Ukraine,Unknown,2,0,2
7/21/2024,7/21/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Crimea and Kursk oblast,Ukraine,Unknown,39,35,
7/21/2024,7/21/2024 8:00,Ballistic Missiles,Crimea and Kursk oblast,Ukraine,Unknown,3,0,
7/21/2024,7/21/2024,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
7/21/2024,7/21/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
7/21/2024,7/21/2024,Reconnaissance UAVs,Unknown,east,Unknown,4,4,
7/21/2024,7/21/2024,Unknown UAV,Unknown,east,Unknown,1,1,
7/21/2024,7/21/2024,Reconnaissance UAVs,Unknown,south,Unknown,3,3,
7/21/2024,7/21/2024,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
7/21/2024,7/21/2024,Loitering Munition (Kamikaze Drones),Unknown,south,Unknown,4,4,
7/20/2024,7/20/2024 8:00,Unknown UAV,Unknown,Ukraine,Unknown,1,1,
7/20/2024,7/20/2024 8:00,Loitering Munition (Kamikaze Drones),Kursk oblast,Ukraine,Unknown,16,12,
7/20/2024,7/20/2024 8:00,Ballistic Missiles,Unknown,Ukraine,Unknown,3,0,
7/20/2024,7/20/2024 8:00,Cruise Missiles,Voronezh oblast,Ukraine,Unknown,1,0,
7/20/2024,7/20/2024,Reconnaissance UAVs,Unknown,south,Unknown,4,4,
7/20/2024,7/20/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/20/2024,7/20/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/20/2024,7/20/2024,Ballistic Missiles,Crimea,Mykolaiv oblast,Unknown,1,1,
7/19/2024,7/19/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/19/2024,7/19/2024,Cruise Missiles,Unknown,Mykolaiv oblast,Unknown,2,0,
7/19/2024,7/19/2024,Cruise Missiles,Unknown,Odesa oblast,Unknown,1,0,
7/19/2024,7/19/2024,Loitering Munition (Kamikaze Drones),Unknown,south,Unknown,3,3,
7/18/2024,7/18/2024 8:00,Cruise Missiles,south,east,Unknown,2,2,
7/18/2024,7/18/2024 8:00,Cruise Missiles,south,east,Unknown,1,1,
7/18/2024,7/18/2024 8:00,Loitering Munition (Kamikaze Drones),Kursk oblast,Ukraine,Unknown,16,16,
7/18/2024,7/18/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
7/18/2024,7/18/2024,Reconnaissance UAVs,Unknown,east,Unknown,2,2,
7/18/2024,7/18/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/18/2024,7/18/2024,Ballistic Missiles,Crimea,Odesa oblast,Unknown,1,0,
7/17/2024,7/17/2024,Reconnaissance UAVs,Unknown,south,Unknown,4,4,
7/17/2024,7/17/2024,Reconnaissance UAVs,Unknown,east,Unknown,2,2,
7/16/2024,7/16/2024 8:00,Unknown UAV,Unknown,east,Unknown,1,1,
7/16/2024,7/16/2024 8:00,Loitering Munition (Kamikaze Drones),Unknown,Ukraine,Unknown,4,2,2
7/16/2024,7/16/2024 8:00,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
7/16/2024,7/16/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/16/2024,7/16/2024,Reconnaissance UAVs,Unknown,south,Unknown,3,3,
7/16/2024,7/16/2024,Ballistic Missiles,Crimea,Kherson oblast,Unknown,1,0,
7/16/2024,7/16/2024,Ballistic Missiles,Crimea,Odesa oblast,Unknown,1,0,
7/15/2024,7/15/2024 8:00,Reconnaissance UAVs,Unknown,east,Unknown,2,2,
7/15/2024,7/15/2024 8:00,Ballistic Missiles,Crimea,Odesa oblast,Unknown,1,0,
7/15/2024,7/15/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/15/2024,7/15/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
7/15/2024,7/15/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/15/2024,7/15/2024,Reconnaissance UAVs,Unknown,south,Unknown,3,3,
7/15/2024,7/15/2024,Reconnaissance UAVs,Unknown,south,Unknown,3,3,
7/14/2024,7/14/2024 8:00,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
7/14/2024,7/14/2024 8:00,Cruise Missiles,Unknown,east,Unknown,2,2,
7/14/2024,7/14/2024 8:00,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/14/2024,7/14/2024 8:00,Reconnaissance UAVs,Unknown,east,Unknown,3,3,
7/14/2024,7/14/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/14/2024,7/14/2024,Reconnaissance UAVs,Unknown,south,Unknown,3,3,
7/13/2024 13:00,7/13/2024 13:00,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
7/13/2024,7/13/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,5,4,1
7/13/2024,7/13/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
7/13/2024,7/13/2024,Ballistic Missiles,Crimea,Odesa oblast,Unknown,1,0,
7/12/2024,7/12/2024,Reconnaissance UAVs,Unknown,south,Unknown,3,3,
7/11/2024 20:30,7/11/2024 21:30,Cruise Missiles,Saratov oblast,Ukraine,Unknown,5,5,
7/11/2024,7/11/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,6,6,
7/11/2024,7/11/2024 8:00,Ballistic Missiles,Kursk oblast,Sumy oblast,Unknown,2,0,
7/11/2024,7/11/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/11/2024,7/11/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/11/2024,7/11/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
7/10/2024,7/10/2024 8:00,Cruise Missiles,Crimea,Ukraine,Unknown,4,0,3
7/10/2024,7/10/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,20,14,3
7/10/2024,7/10/2024 8:00,Ballistic Missiles,Crimea,Odesa oblast,Unknown,1,0,
7/10/2024,7/10/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
7/10/2024,7/10/2024,Cruise Missiles,Unknown,Mykolaiv oblast,Unknown,1,0,
7/10/2024,7/10/2024,Cruise Missiles,Unknown,Odesa oblast,Unknown,1,0,
7/10/2024,7/10/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/10/2024,7/10/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/9/2024,7/9/2024 8:00,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
7/9/2024,7/9/2024 8:00,Ballistic Missiles,Crimea,Mykolaiv oblast,Unknown,1,0,
7/9/2024,7/9/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
7/9/2024,7/9/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/9/2024,7/9/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/9/2024,7/9/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/9/2024,7/9/2024,Ballistic Missiles,Crimea,Odesa oblast,Unknown,1,0,
7/8/2024 9:00,7/8/2024 10:00,Cruise Missiles,Unknown,Ukraine,Unknown,3,3,
7/8/2024 9:00,7/8/2024 10:00,Hypersonic Missiles,Unknown,Ukraine,Unknown,1,1,
7/8/2024 9:00,7/8/2024 10:00,Cruise Missiles,Unknown,Ukraine,Unknown,2,0,
7/8/2024 9:00,7/8/2024 10:00,Cruise Missiles,Unknown,Ukraine,Unknown,13,11,
7/8/2024 9:00,7/8/2024 10:00,Cruise Missiles,Unknown,Ukraine,Unknown,14,12,
7/8/2024 9:00,7/8/2024 10:00,Ballistic Missiles,Unknown,Ukraine,Unknown,4,3,
7/8/2024 9:00,7/8/2024 10:00,Hypersonic Missiles,Unknown,Ukraine,Unknown,1,0,
7/8/2024,7/8/2024 8:00,Cruise Missiles,Saratov oblast,Ukraine,Tu-95MS,4,3,
7/8/2024,7/8/2024 8:00,Ballistic Missiles,Crimea and Kursk oblast,Ukraine,Unknown,2,0,
7/7/2024,7/8/2024 8:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,2,2,
7/8/2024,7/8/2024,Reconnaissance UAVs,Unknown,south,Unknown,3,3,
7/8/2024,7/8/2024,Cruise Missiles,Unknown,east,Unknown,2,2,
7/8/2024,7/8/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/8/2024,7/8/2024,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
7/8/2024,7/8/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/7/2024,7/7/2024 8:00,Loitering Munition (Kamikaze Drones),Kursk oblast,Ukraine,Unknown,13,13,
7/7/2024,7/7/2024 8:00,Ballistic Missiles,Unknown,Ukraine,Unknown,2,0,
7/7/2024,7/7/2024 8:00,Ballistic Missiles,Unknown,Kherson oblast,Unknown,1,1,
7/7/2024,7/7/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/7/2024,7/7/2024,Unknown UAV,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
7/7/2024,7/7/2024,Reconnaissance UAVs,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
7/7/2024,7/7/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/6/2024,7/6/2024 8:00,Loitering Munition (Kamikaze Drones),Crimea and Kursk oblast,Ukraine,Unknown,27,24,
7/6/2024,7/6/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
7/6/2024,7/6/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
7/6/2024,7/6/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/6/2024,7/6/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/6/2024,7/6/2024,Loitering Munition (Kamikaze Drones),Unknown,south,Unknown,2,2,
7/6/2024,7/6/2024,Ballistic Missiles,Unknown,Odesa oblast,Unknown,2,0,
7/5/2024,7/5/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,32,32,
7/5/2024,7/5/2024,Reconnaissance UAVs,Unknown,south,Unknown,4,4,
7/5/2024,7/5/2024,Cruise Missiles,Unknown,east,Unknown,4,4,
7/5/2024,7/5/2024,Cruise Missiles,Unknown,south,Unknown,5,5,
7/5/2024,7/5/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
7/5/2024,7/5/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/4/2024,7/4/2024 8:00,Loitering Munition (Kamikaze Drones),Kursk oblast,Ukraine,Unknown,22,21,
7/4/2024,7/4/2024,Reconnaissance UAVs,Unknown,south,Unknown,3,3,
7/4/2024,7/4/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
7/4/2024,7/4/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/4/2024,7/4/2024,Loitering Munition (Kamikaze Drones),Unknown,south,Unknown,1,1,
7/4/2024,7/4/2024,Ballistic Missiles,Crimea,Odesa oblast,Unknown,1,0,
7/3/2024 15:00,7/3/2024 15:00,Cruise Missiles,Unknown,Poltava oblast,Unknown,1,1,
7/3/2024,7/3/2024 11:00,Cruise Missiles,Unknown,Dnipropetrovsk oblast,Unknown,4,4,
7/3/2024,7/3/2024 11:00,Loitering Munition (Kamikaze Drones),Unknown,Dnipropetrovsk oblast,Unknown,5,5,
7/3/2024,7/3/2024 11:00,Reconnaissance UAVs,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
7/3/2024,7/3/2024 11:00,Cruise Missiles,Unknown,Dnipropetrovsk oblast,Unknown,3,1,
7/3/2024,7/3/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
7/2/2024 21:00,7/2/2024 21:00,Cruise Missiles,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
7/2/2024 17:00,7/2/2024 17:00,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
7/1/2024 13:00,7/1/2024 13:00,Cruise Missiles,Unknown,east,Unknown,1,1,
7/1/2024,7/1/2024,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
7/1/2024,7/1/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
6/30/2024,6/30/2024 8:00,Ballistic Missiles,Crimea,Odesa oblast,Unknown,1,1,
6/30/2024,6/30/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
6/30/2024,6/30/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
6/30/2024,6/30/2024,Loitering Munition (Kamikaze Drones),Unknown,south,Unknown,4,4,
6/29/2024,6/29/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,10,10,
6/29/2024,6/29/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
6/29/2024,6/29/2024,Loitering Munition (Kamikaze Drones),Unknown,south,Unknown,4,4,
6/28/2024,6/28/2024 18:00,Unknown UAV,Unknown,Kharkiv oblast,Unknown,1,1,
6/28/2024,6/28/2024 18:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
6/28/2024,6/28/2024 18:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
6/28/2024 12:00,6/28/2024 12:00,Ballistic Missiles,Crimea,Odesa oblast,Unknown,2,2,
6/28/2024,6/28/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/28/2024,6/28/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/28/2024,6/28/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
6/28/2024,6/28/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,2,2,
6/27/2024,6/27/2024 8:00,Cruise Missiles,Kursk oblast,Ukraine,Unknown,1,1,
6/27/2024,6/27/2024 8:00,Hypersonic Missiles,Tambov oblast,Ukraine,Unknown,1,0,
6/27/2024,6/27/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,23,23,
6/27/2024,6/27/2024 8:00,Cruise Missiles,Black Sea,Ukraine,Unknown,4,4,
6/27/2024,6/27/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,2,2,
6/27/2024,6/27/2024,Unknown UAV,Unknown,Kharkiv oblast,Unknown,1,1,
6/27/2024,6/27/2024,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
6/27/2024,6/27/2024,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
6/27/2024,6/27/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,2,2,
6/27/2024,6/27/2024,Ballistic Missiles,Crimea,Mykolaiv oblast,Unknown,2,0,
6/26/2024,6/26/2024 8:00,Cruise Missiles,Unknown,Mykolaiv oblast,Unknown,1,0,
6/26/2024,6/26/2024 8:00,Ballistic Missiles,Crimea,Odesa oblast,Unknown,1,0,
6/26/2024,6/26/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/26/2024,6/26/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/26/2024,6/26/2024,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
6/25/2024,6/25/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,4,4,
6/25/2024,6/25/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/25/2024,6/25/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
6/24/2024,6/24/2024 8:00,Cruise Missiles,Unknown,Odesa oblast,Unknown,2,1,
6/24/2024,6/24/2024,Unknown UAV,Unknown,Kharkiv oblast,Unknown,4,4,
6/24/2024,6/24/2024,Unknown UAV,Unknown,Kherson oblast,Unknown,1,1,
6/24/2024,6/24/2024,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,3,3,
6/24/2024,6/24/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/23/2024,6/23/2024 8:00,Cruise Missiles,Sea of Azov,Kyiv oblast,Navi,3,2,
6/23/2024,6/23/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
6/22/2024,6/22/2024 8:00,Cruise Missiles,Saratov oblast,west,Tu-95MS,10,7,
6/22/2024,6/22/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Balaklava, Crimea",Ukraine,,13,13,
6/22/2024,6/22/2024 8:00,Cruise Missiles,Black Sea,Ukraine,Navi,4,4,
6/22/2024,6/22/2024 8:00,Cruise Missiles,Crimea,Ukraine,Unknown,2,1,
6/22/2024,6/22/2024,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,3,3,
6/22/2024,6/22/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
6/22/2024,6/22/2024,Cruise Missiles,Unknown,Odesa oblast,Unknown,1,0,
6/22/2024,6/22/2024,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,2,2,
6/22/2024,6/22/2024,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,2,2,
6/22/2024,6/22/2024,Ballistic Missiles,Unknown,Kherson oblast,Unknown,1,0,
6/21/2024,6/21/2024 8:00,Cruise Missiles,Unknown,Kherson oblast and Kirovohrad oblast,Unknown,4,4,
6/21/2024,6/21/2024,Ballistic Missiles,Crimea,Odesa oblast,Unknown,1,0,
6/20/2024,6/20/2024 8:00,Cruise Missiles,Sea of Azov,Kherson oblast,Unknown,2,1,
6/20/2024,6/20/2024 8:00,Cruise Missiles,Caspian Sea,Dnipropetrovsk oblast,Tu-95MS,4,4,
6/20/2024,6/20/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,27,27,
6/20/2024,6/20/2024 8:00,Ballistic Missiles,Voronezh oblast,east,Unknown,3,0,
6/19/2024 16:00,6/19/2024 16:00,Cruise Missiles,Unknown,Poltava oblast,Unknown,1,1,
6/19/2024 8:00,6/19/2024 8:00,Cruise Missiles,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
6/19/2024,6/19/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,21,19,
6/19/2024,6/19/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
6/19/2024,6/19/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
6/19/2024,6/19/2024,Ballistic Missiles,Unknown,Odesa oblast,Unknown,1,0,
6/18/2024,6/18/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,10,10,
6/18/2024,6/18/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/18/2024,6/18/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
6/18/2024,6/18/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,2,2,
6/17/2024,6/17/2024 8:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
6/17/2024,6/17/2024 8:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
6/17/2024,6/17/2024 8:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
6/17/2024,6/17/2024,Cruise Missiles,Crimea,Odesa oblast,Unknown,1,0,
6/17/2024,6/17/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,2,2,
6/17/2024,6/17/2024,Ballistic Missiles,Crimea,Mykolaiv oblast,Unknown,1,0,
6/14/2024,6/14/2024 8:00,Hypersonic Missiles,Tambov oblast,Ukraine,Unknown,1,0,
6/14/2024,6/14/2024 8:00,Cruise Missiles,Saratov oblast,Khmelnytskyi oblast,Tu-95MS,10,7,
6/14/2024,6/14/2024 8:00,Loitering Munition (Kamikaze Drones),Yeysk,Ukraine,Unknown,17,17,
6/14/2024,6/14/2024 8:00,Reconnaissance UAVs,Unknown,Kharkiv oblast and Poltava oblast,Unknown,3,3,
6/14/2024,6/14/2024 8:00,Ballistic Missiles,Crimea and Krasnodar Krai,Ukraine,Unknown,3,0,
6/14/2024,6/14/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/14/2024,6/14/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/14/2024,6/14/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
6/14/2024,6/14/2024,Ballistic Missiles,Unknown,Mykolaiv oblast,Unknown,1,0,
6/13/2024 13:00,6/13/2024 13:00,Reconnaissance UAVs,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
6/13/2024,6/13/2024 8:00,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
6/13/2024,6/13/2024 8:00,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
6/13/2024,6/13/2024,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,0,
6/13/2024,6/13/2024,Cruise Missiles,Unknown,Mykolaiv oblast,Unknown,1,0,
6/12/2024,6/12/2024 8:00,Hypersonic Missiles,Tambov oblast,Ukraine,Unknown,1,1,
6/12/2024,6/12/2024 8:00,Cruise Missiles,Saratov oblast,Ukraine,Tu-95MS,4,4,
6/12/2024,6/12/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Yeysk,Ukraine,Unknown,24,24,
6/12/2024,6/12/2024 8:00,Ballistic Missiles,Crimea,Odesa oblast,Unknown,1,0,
6/11/2024,6/11/2024,Cruise Missiles,Unknown,Dnipropetrovsk oblast,Unknown,2,2,
6/9/2024,6/9/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
6/9/2024,6/9/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/8/2024,6/8/2024 8:00,Cruise Missiles,Kursk oblast,east,Unknown,1,1,
6/8/2024,6/8/2024 8:00,Reconnaissance UAVs,Unknown,east,Unknown,2,2,
6/8/2024,6/8/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Kursk oblast",Ukraine,,13,9,
6/8/2024,6/8/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,4,4,
6/7/2024,6/7/2024 8:00,Cruise Missiles,Saratov oblast,west,Tu-95MS,5,5,
6/7/2024,6/7/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Yeysk",Ukraine,,53,48,
6/7/2024,6/7/2024,Cruise Missiles,Unknown,Poltava oblast,Unknown,1,1,
6/7/2024,6/7/2024,Unknown UAV,Unknown,Kherson oblast,Unknown,1,1,
6/7/2024,6/7/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/6/2024 8:05,6/6/2024 8:05,Reconnaissance UAVs,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
6/6/2024,6/6/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,18,17,
6/6/2024,6/6/2024 8:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
6/6/2024,6/6/2024 8:00,Ballistic Missiles,Taganrog,Dnipropetrovsk oblast,Unknown,2,0,
6/6/2024,6/6/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
6/5/2024 17:00,6/5/2024 17:00,Ballistic Missiles,Crimea,Odesa oblast,Unknown,1,0,
6/5/2024,6/5/2024 8:00,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
6/5/2024,6/5/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Kursk oblast",Ukraine,,27,22,
6/5/2024,6/5/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
6/4/2024,6/4/2024 8:00,Unknown UAV,north,Chernihiv oblast,Unknown,4,4,
6/4/2024,6/4/2024 8:00,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/4/2024,6/4/2024 8:00,Cruise Missiles,Crimea,"Dnipropetrovsk oblast, Dnipro raion",,2,2,
6/4/2024,6/4/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
6/4/2024,6/4/2024,Unknown UAV,Unknown,Kherson oblast,Unknown,1,1,
6/4/2024,6/4/2024,Ballistic Missiles,Unknown,Odesa oblast,Unknown,1,0,
6/3/2024,6/3/2024 8:00,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
6/3/2024,6/3/2024 8:00,Unknown Missile,Unknown,Odesa oblast,Unknown,1,1,
6/3/2024 1:00,6/3/2024 1:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
