time_start,time_end,model,launch_place,target,carrier,launched,destroyed,not_reach_goal
1/8/2024,1/8/2024 8:00,Ballistic Missiles,"Chauda, Crimea and Dzhankoi, Crimea",Ukraine,Tu-22M3,6,0,
1/8/2024,1/8/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Ukraine,Unknown,7,0,
1/7/2024,1/7/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,south and east,Unknown,28,21,
1/7/2024,1/7/2024,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
1/7/2024,1/7/2024,Surface-to-Air Missiles (SAM),Unknown,Donetsk oblast,Unknown,3,0,
1/6/2024,1/6/2024 8:00,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
1/6/2024,1/6/2024 8:00,Loitering Munition (Kamikaze Drones),Unknown,Mykolaiv oblast,Unknown,1,1,
1/5/2024,1/5/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,29,21,
1/5/2024,1/5/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
1/5/2024,1/5/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
1/4/2024,1/4/2024 8:00,Loitering Munition (Kamikaze Drones),south-east,Khmelnytskyi oblast,Unknown,2,2,
1/4/2024,1/4/2024,Cruise Missiles,Unknown,Dnipro,Unknown,2,2,
1/4/2024,1/4/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
1/4/2024,1/4/2024,Aerial Bomb,Unknown,Kharkiv oblast and Donetsk oblast,Unknown,3,0,
1/2/2024 7:30,1/2/2024 9:00,Hypersonic Missiles,Unknown,Ukraine,5 x MiG-31K,10,10,
1/2/2024 6:00,1/2/2024 9:00,Cruise Missiles,Unknown,Ukraine,Su-35,4,0,
1/2/2024 6:00,1/2/2024 9:00,Cruise Missiles,Olenya,Ukraine,16 x Tu-95MS,70,59,
1/2/2024 6:00,1/2/2024 9:00,Cruise Missiles,Black Sea,Ukraine,Navi,3,3,
1/2/2024 6:00,1/2/2024 9:00,Ballistic & SAM Combinations,north,Ukraine,Unknown,12,0,
1/1/2024 20:00,1/2/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,35,35,
1/2/2024,1/2/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
1/2/2024,1/2/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,5,5,
1/1/2024 14:00,1/1/2024 19:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
1/1/2024 14:00,1/1/2024 19:00,Loitering Munition (Kamikaze Drones),north,Ukraine,Unknown,10,9,
1/1/2024,1/1/2024 8:00,Cruise Missiles,Zaporizhzhia oblast,Ukraine,Unknown,1,0,
1/1/2024,1/1/2024 8:00,Cruise Missiles,Kherson oblast,Ukraine,Su-35,3,0,
1/1/2024,1/1/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea and Balaklava, Crimea",Ukraine,,90,87,
1/1/2024,1/1/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,Kharkiv oblast,Unknown,4,0,
1/1/2024,1/1/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
1/1/2024,1/1/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,2,2,
12/31/2023,12/31/2023 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Ukraine,,49,21,
12/30/2023 13:00,12/30/2023 13:00,Cruise Missiles,Unknown,Dnipro,Unknown,1,1,
12/30/2023,12/30/2023 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",east,,10,5,
12/30/2023,12/30/2023,Surface-to-Air Missiles (SAM),Unknown,Kharkiv,Unknown,6,0,
12/29/2023 6:30,12/29/2023 9:30,Cruise Missiles,Unknown,Ukraine,Su-35,1,0,
12/29/2023 6:30,12/29/2023 9:30,Hypersonic Missiles,Astrakhan oblast,Ukraine,5 x MiG-31K,5,0,
12/29/2023 6:30,12/29/2023 9:30,Cruise Missiles,Unknown,Ukraine,Su-35,4,0,
12/29/2023 6:00,12/29/2023 9:30,Cruise Missiles,Olenya,Ukraine,18 x Tu-95MS,90,87,
12/29/2023 5:00,12/29/2023 9:30,Other Combinations,Kursk oblast,north and center,Tu-22M3,8,0,
12/29/2023 5:00,12/29/2023 9:30,Ballistic & SAM Combinations,Kursk oblast and Bryansk oblast,Kharkiv oblast,Unknown,14,0,
12/28/2023 23:00,12/29/2023 6:00,Loitering Munition (Kamikaze Drones),north and south-east,Ukraine,Unknown,36,27,
12/28/2023,12/28/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Dnipropetrovsk oblast and Zaporizhzhia oblast and Kirovohrad oblast,Unknown,8,7,
12/28/2023,12/28/2023,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
12/28/2023,12/28/2023,Reconnaissance UAVs,Unknown,Mykolaiv oblast and Kherson oblast,Unknown,2,2,
12/26/2023 19:00,12/27/2023 3:50,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Balaklava, Crimea",Ukraine,,46,32,
12/26/2023,12/26/2023 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Balaklava, Crimea",Ukraine,,19,13,
12/26/2023,12/26/2023,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,2,2,
12/26/2023,12/26/2023,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
12/26/2023,12/26/2023,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
12/25/2023,12/25/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Balaklava, Crimea",Ukraine,,31,28,
12/25/2023,12/25/2023,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
12/24/2023,12/24/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,15,14,
12/24/2023,12/24/2023,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
12/24/2023,12/24/2023,Cruise Missiles,Unknown,Zaporizhzhia oblast,Unknown,1,1,
12/24/2023,12/24/2023,Cruise Missiles,Black Sea,Ukraine,Unknown,1,1,
12/23/2023 14:00,12/23/2023 14:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
12/22/2023 18:00,12/23/2023 0:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Balaklava, Crimea",Ukraine,,9,9,
12/22/2023,12/22/2023 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Ukraine,,28,24,
12/20/2023 20:00,12/21/2023 3:30,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Ukraine,,35,34,
12/20/2023,12/20/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Balaklava, Crimea",Ukraine,,19,18,
12/20/2023,12/20/2023 8:00,Surface-to-Air Missiles (SAM),Bryansk oblast,Kharkiv oblast,Unknown,2,0,
12/20/2023,12/20/2023,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
12/19/2023,12/19/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Khmelnytskyi oblast,Unknown,2,2,
12/18/2023,12/18/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,5,5,
12/18/2023,12/18/2023,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
12/17/2023,12/17/2023 8:00,Cruise Missiles,Kherson oblast,Ukraine,Unknown,1,1,
12/17/2023,12/17/2023 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,20,20,
12/17/2023,12/17/2023 8:00,Cruise Missiles,Crimea,Ukraine,Unknown,1,0,
12/17/2023,12/17/2023,Loitering Munition (Kamikaze Drones),Unknown,"Dnipropetrovsk oblast, Pavlohrad Raion",,2,2,
12/16/2023,12/16/2023 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast, Seshcha",Ukraine,,31,30,
12/15/2023,12/15/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,south,Unknown,14,14,
12/13/2023 19:00,12/14/2023 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea and Balaklava, Crimea",south,,42,41,
12/14/2023,12/14/2023,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,0,
12/13/2023,12/13/2023 8:00,Loitering Munition (Kamikaze Drones),"Balaklava, Crimea",south,,10,10,
12/13/2023 3:00,12/13/2023 5:00,Ballistic & SAM Combinations,north,Kyiv,Unknown,10,10,
12/12/2023,12/12/2023 8:00,Loitering Munition (Kamikaze Drones),"Balaklava, Crimea",Ukraine,,15,9,
12/11/2023 18:00,12/11/2023 18:00,Cruise Missiles,Unknown,Zaporizhzhia oblast,Unknown,1,1,
12/11/2023 15:00,12/11/2023 15:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
12/11/2023,12/11/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Belbek, Crimea",south,,18,18,
12/11/2023 4:00,12/11/2023 5:00,Aerial Bomb,north,Kyiv,Unknown,8,8,
12/8/2023 6:00,12/8/2023 9:00,Cruise Missiles,Saratov oblast,Dnipropetrovsk oblast and Kyiv oblast,7 x Tu-95MS,19,14,
12/8/2023,12/8/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Dnipropetrovsk oblast,Unknown,7,7,
12/8/2023,12/8/2023 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Kharkiv oblast,Unknown,6,0,
12/7/2023,12/7/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Odesa oblast and Mykolaiv oblast and Khmelnytskyi oblast,,18,15,
12/6/2023 10:00,12/6/2023 10:00,Reconnaissance UAVs,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
12/6/2023,12/6/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Kursk oblast",Ukraine,,48,41,
12/6/2023,12/6/2023,Cruise Missiles,Unknown,Dnipro,Unknown,1,1,
12/5/2023 12:00,12/5/2023 12:00,Reconnaissance UAVs,Unknown,Zaporizhzhia oblast,Unknown,1,1,
12/5/2023,12/5/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,17,10,
12/5/2023,12/5/2023 8:00,Surface-to-Air Missiles (SAM),south-east,Donetsk oblast and Kherson oblast,Unknown,6,0,
12/5/2023,12/5/2023,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
12/5/2023,12/5/2023,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
12/5/2023,12/5/2023,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
12/5/2023,12/5/2023,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
12/4/2023,12/4/2023 8:00,Cruise Missiles,Kherson oblast,Ukraine,Unknown,1,1,
12/4/2023,12/4/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Ukraine,,23,18,
12/3/2023,12/3/2023 8:00,Cruise Missiles,Belgorod oblast,Ukraine,Unknown,1,0,
12/3/2023,12/3/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Odesa oblast and Mykolaiv oblast and Khmelnytskyi oblast,Unknown,12,10,
12/3/2023,12/3/2023,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
12/2/2023,12/2/2023 8:00,Cruise Missiles,Zaporizhzhia oblast,Dnipropetrovsk oblast,Unknown,1,0,
12/2/2023,12/2/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Odesa oblast,,11,10,
12/1/2023,12/1/2023 8:00,Cruise Missiles,Kherson oblast,south,Unknown,2,1,
12/1/2023,12/1/2023 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Mykolaiv oblast and Kherson oblast and Dnipropetrovsk oblast and Zaporizhzhia oblast,,25,18,
12/1/2023,12/1/2023 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Kherson oblast,,1,1,
11/30/2023,11/30/2023 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,20,14,
11/30/2023,11/30/2023 8:00,Surface-to-Air Missiles (SAM),east,Donetsk oblast,Unknown,8,0,
11/29/2023,11/29/2023 8:00,Cruise Missiles,Kherson oblast,Mykolaiv oblast,Unknown,3,2,
11/29/2023,11/29/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,21,21,
11/28/2023 14:00,11/28/2023 14:00,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
11/28/2023 13:00,11/28/2023 13:00,Unknown UAV,Unknown,east,Unknown,1,1,
11/28/2023,11/28/2023 9:00,Ballistic Missiles,Unknown,Zaporizhzhia,Unknown,1,0,
11/28/2023,11/28/2023 8:00,Loitering Munition (Kamikaze Drones),Unknown,Ukraine,Unknown,1,1,
11/28/2023,11/28/2023 8:00,Reconnaissance UAVs,south,Kherson oblast,Unknown,1,1,
11/26/2023,11/26/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,9,8,
11/25/2023,11/25/2023 8:00,Cruise Missiles,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
11/25/2023,11/25/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Kyiv oblast,Unknown,75,74,
11/24/2023,11/24/2023 8:00,Loitering Munition (Kamikaze Drones),south-east,Ukraine,Unknown,3,3,
11/24/2023,11/24/2023,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
11/21/2023 20:00,11/22/2023 3:00,Cruise Missiles,south-east,Zaporizhzhia oblast,Tu-22M3,1,0,
11/21/2023 20:00,11/22/2023 3:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,14,14,
11/22/2023,11/22/2023,Loitering Munition (Kamikaze Drones),south-east,Dnipropetrovsk oblast and Zaporizhzhia oblast,Unknown,2,2,
11/21/2023,11/21/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,10,9,
11/21/2023,11/21/2023 8:00,Cruise Missiles,"Dzhankoi, Crimea","Dnipropetrovsk oblast, Dnipro Raion",,1,1,
11/21/2023,11/21/2023 8:00,Surface-to-Air Missiles (SAM),Donetsk oblast,Donetsk oblast,Unknown,4,0,
11/21/2023,11/21/2023,Combat UAVs,Unknown,Odesa oblast,Unknown,1,1,
11/19/2023,11/19/2023 8:00,Loitering Munition (Kamikaze Drones),Kursk oblast,Kyiv oblast and Poltava oblast and Cherkasy oblast,Unknown,20,15,
11/17/2023 20:00,11/18/2023 4:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,38,29,
11/17/2023,11/17/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,10,9,
11/16/2023,11/16/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,18,16,
11/15/2023,11/15/2023,Cruise Missiles,Unknown,Poltava oblast,Unknown,1,1,
11/14/2023,11/14/2023 8:00,Cruise Missiles,Zaporizhzhia oblast,Ukraine,Unknown,1,0,
11/14/2023,11/14/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,9,7,
11/14/2023,11/14/2023 8:00,Ballistic Missiles,"Dzhankoi, Crimea",Ukraine,,1,0,
11/13/2023,11/13/2023,Reconnaissance UAVs,Unknown,Odesa oblast and Mykolaiv oblast,Unknown,2,2,
11/13/2023,11/13/2023,Reconnaissance UAVs,Unknown,Odesa oblast and Mykolaiv oblast,Unknown,3,3,
11/12/2023,11/12/2023 8:00,Cruise Missiles,Unknown,Mykolaiv oblast,Unknown,2,1,
11/12/2023,11/12/2023 8:00,Ballistic Missiles,Unknown,Mykolaiv oblast,Unknown,1,0,
11/11/2023,11/11/2023 9:00,Ballistic Missiles,Unknown,Kyiv,Unknown,1,1,
11/10/2023 19:00,11/11/2023 3:00,Cruise Missiles,Black Sea,Ukraine,Unknown,1,0,
11/10/2023 19:00,11/11/2023 3:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Ukraine,,31,19,
11/10/2023 19:00,11/11/2023 3:00,Cruise Missiles,Crimea,Ukraine,Unknown,1,0,
11/10/2023 19:00,11/11/2023 3:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Ukraine,Unknown,1,0,
11/10/2023 13:00,11/10/2023 13:00,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
11/10/2023,11/10/2023 8:00,Cruise Missiles,Kherson oblast,"Dnipropetrovsk oblast, Dnipro Raion",,1,0,
11/10/2023,11/10/2023 8:00,Cruise Missiles,Kherson oblast,Ukraine,Unknown,1,1,
11/10/2023,11/10/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,6,5,
11/9/2023,11/9/2023 2:30,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
11/6/2023 22:00,11/6/2023 22:00,Loitering Munition (Kamikaze Drones),Unknown,"Dnipropetrovsk oblast, Synelnykove Raion",,1,1,
11/6/2023,11/6/2023 8:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Pavlohrad Raion",,1,0,
11/5/2023 20:00,11/5/2023 23:59,Cruise Missiles,Kherson oblast,Mykolaiv oblast,Unknown,1,1,
11/5/2023 20:00,11/5/2023 23:59,Cruise Missiles,Kherson oblast,Ukraine,Unknown,1,0,
11/5/2023 20:00,11/5/2023 23:59,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Ukraine,,22,15,
11/5/2023 20:00,11/5/2023 23:59,Cruise Missiles,Crimea,Ukraine,Unknown,1,0,
11/5/2023 20:00,11/5/2023 23:59,Ballistic Missiles,Crimea,Ukraine,Unknown,1,0,
11/5/2023 16:00,11/5/2023 16:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
11/4/2023 17:00,11/4/2023 19:00,Cruise Missiles,Unknown,Dnipropetrovsk oblast and Poltava oblast,Unknown,3,3,
11/4/2023,11/4/2023 8:00,Loitering Munition (Kamikaze Drones),Kursk oblast,Sumy oblast,Unknown,2,2,
11/3/2023,11/3/2023 9:00,Loitering Munition (Kamikaze Drones),Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
11/3/2023,11/3/2023 8:00,Cruise Missiles,Kherson oblast,Ukraine,Unknown,1,1,
11/3/2023,11/3/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,40,24,
11/2/2023,11/2/2023 8:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
11/2/2023,11/2/2023,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
11/1/2023 12:00,11/1/2023 12:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Synelnykove Raion",,1,1,
11/1/2023,11/1/2023 8:00,Cruise Missiles,Kursk oblast,Ukraine,Unknown,1,1,
11/1/2023,11/1/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,20,18,
11/1/2023,11/1/2023,Cruise Missiles,Black Sea,Odesa oblast,Unknown,2,2,
10/31/2023 12:00,10/31/2023 12:00,Reconnaissance UAVs,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
10/31/2023,10/31/2023 8:00,Loitering Munition (Kamikaze Drones),Unknown,Mykolaiv oblast,Unknown,1,1,
10/31/2023,10/31/2023,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,3,3,
10/30/2023,10/30/2023,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,2,2,
10/29/2023,10/29/2023 8:00,Cruise Missiles,Belgorod oblast,"Poltava oblast, Myrhorod Raion",Su-34,1,0,
10/29/2023,10/29/2023 8:00,Cruise Missiles,Zaporizhzhia oblast,"Dnipropetrovsk oblast, Dnipro Raion",Su-34,2,2,
10/29/2023,10/29/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Mykolaiv oblast and Zaporizhzhia oblast and Khmelnytskyi oblast,Unknown,5,5,
10/29/2023,10/29/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,12,12,
10/29/2023,10/29/2023,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
10/29/2023,10/29/2023,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,3,3,
10/28/2023,10/28/2023 1:00,Cruise Missiles,"Dzhankoi, Crimea","Dnipropetrovsk oblast, Dnipro Raion and Dnipropetrovsk oblast, Kryvyi Rih Raion",,4,3,
10/27/2023,10/27/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Mykolaiv oblast and Kherson oblast,Unknown,6,5,
10/27/2023,10/27/2023 8:00,Ballistic Missiles,Voronezh oblast,Kharkiv oblast,Unknown,1,0,
10/27/2023,10/27/2023,Cruise Missiles,Unknown,Mykolaiv oblast,Unknown,3,3,
10/27/2023,10/27/2023,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,2,2,
10/25/2023,10/25/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,11,11,
10/24/2023,10/24/2023 9:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kamianske Raion",,1,1,
10/24/2023,10/24/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Mykolaiv oblast and Vinnytsia oblast and Khmelnytskyi oblast,,6,6,
10/23/2023,10/23/2023 8:00,Cruise Missiles,Zaporizhzhia oblast,"Dnipropetrovsk oblast, Synelnykove Raion",Su-34,1,1,
10/23/2023,10/23/2023 8:00,Unknown UAV,north,north,Unknown,1,1,
10/23/2023,10/23/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",south and east and center,,13,13,
10/22/2023,10/22/2023 8:00,Cruise Missiles,Zaporizhzhia oblast,"Dnipropetrovsk oblast, Synelnykove Raion",Su-34,1,1,
10/22/2023,10/22/2023 8:00,Unknown UAV,north,north,Unknown,2,0,
10/22/2023,10/22/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",south,,3,3,
10/22/2023,10/22/2023 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast and Donetsk oblast,east,Unknown,8,0,
10/21/2023,10/21/2023,Loitering Munition (Kamikaze Drones),Unknown,south,Unknown,3,3,
10/18/2023 20:00,10/19/2023 5:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
10/18/2023 20:00,10/19/2023 5:00,Unknown Missile,Unknown,Ukraine,Unknown,1,0,
10/18/2023 20:00,10/19/2023 5:00,Loitering Munition (Kamikaze Drones),Unknown,Ukraine,Unknown,9,3,
10/18/2023 20:00,10/19/2023 5:00,Ballistic Missiles,Unknown,Ukraine,Unknown,5,0,
10/18/2023 20:00,10/19/2023 5:00,Surface-to-Air Missiles (SAM),Unknown,Ukraine,Unknown,1,0,
10/18/2023,10/18/2023,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
10/17/2023,10/17/2023 8:00,Cruise Missiles,Kherson oblast,Mykolaiv oblast,Su-34,1,1,
10/17/2023,10/17/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Odesa oblast,,6,6,
10/17/2023,10/17/2023 8:00,Surface-to-Air Missiles (SAM),Unknown,east,Unknown,2,0,
10/16/2023,10/16/2023 8:00,Cruise Missiles,Unknown,north and east,Unknown,5,2,
10/16/2023,10/16/2023 8:00,Loitering Munition (Kamikaze Drones),Unknown,Ukraine,Unknown,12,11,
10/16/2023,10/16/2023 8:00,Ballistic Missiles,Unknown,Ukraine,Unknown,1,0,
10/15/2023,10/15/2023 8:00,Unknown UAV,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
10/12/2023,10/12/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Belgorod oblast",Ukraine,,33,28,
10/11/2023,10/11/2023,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
10/10/2023,10/10/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Odesa oblast and Mykolaiv oblast and Kherson oblast,,36,27,
10/6/2023,10/6/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",south and north and center,,33,25,
10/5/2023,10/5/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Odesa oblast and Mykolaiv oblast and Kirovohrad oblast,,29,24,
10/3/2023,10/3/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Dnipropetrovsk oblast and Mykolaiv oblast,,31,29,
10/3/2023,10/3/2023 8:00,Cruise Missiles,"Dzhankoi, Crimea",Dnipropetrovsk oblast,,1,1,
10/2/2023,10/2/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Kryvyi Rih,Unknown,7,4,
10/1/2023,10/1/2023 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Odesa oblast and Mykolaiv oblast,,30,16,
10/1/2023,10/1/2023,Reconnaissance UAVs,Unknown,Mykolaiv oblast and Kherson oblast,Unknown,3,3,
9/30/2023,9/30/2023 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Odesa oblast and Mykolaiv oblast and Vinnytsia oblast,,40,30,
9/28/2023,9/28/2023 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,44,34,
9/27/2023,9/27/2023,Reconnaissance UAV Combinations,Unknown,Ukraine,Unknown,6,6,
9/26/2023,9/26/2023 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,38,26,
9/25/2023,9/25/2023 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Odesa oblast,Unknown,19,19,
9/25/2023,9/25/2023 8:00,Cruise Missiles,"Sevastopol, Crimea",Odesa oblast,K-300P Bastion-P,2,0,
9/25/2023,9/25/2023 8:00,Cruise Missiles,Black Sea,Odesa oblast,Navi and Submarines,12,11,
9/24/2023,9/24/2023,Reconnaissance UAVs,Unknown,Ukraine,Unknown,4,4,
9/24/2023,9/24/2023,Loitering Munition (Kamikaze Drones),Unknown,Ukraine,Unknown,3,3,
